"NumeroOperation";"DateOperation";"NumeroCompte";"LibelleOperation";"Montant"
7912;"2017-02-06";"136";"Encaissement chèque 794045";"-170.46"
7913;"2017-02-06";"87";"Encaissement chèque 370802";"2.44"
7914;"2017-02-06";"187";"Prélévement automatique";"-37.84"
7915;"2017-02-06";"109";"Virement";"266.16"
7916;"2017-02-06";"132";"Encaissement chèque 787636";"-105.05"
7917;"2017-02-06";"132";"Facture carte";"-181.69"
7918;"2017-02-06";"48";"Virement";"64.65"
7919;"2017-02-06";"153";"Prélévement automatique";"-137.48"
7920;"2017-02-06";"8";"Facture carte";"-147.39"
7921;"2017-02-06";"88";"Encaissement chèque 950934";"366.38"
7922;"2017-02-06";"153";"Facture carte";"-100.28"
7923;"2017-02-06";"111";"Prélévement automatique";"-30.79"
7924;"2017-02-06";"36";"Prélévement automatique";"-153.43"
7925;"2017-02-06";"132";"Encaissement chèque 179701";"388.62"
7926;"2017-02-06";"166";"Virement";"1045.32"
7927;"2017-02-06";"161";"Facture carte";"-26.31"
7928;"2017-02-06";"187";"Encaissement chèque 936726";"-28.5"
7929;"2017-02-06";"11";"Encaissement chèque 537743";"-339.74"
7930;"2017-02-06";"101";"Encaissement chèque 087459";"-267.29"
7931;"2017-02-06";"19";"Facture carte";"-101.33"
7932;"2017-02-06";"23";"Encaissement chèque 467527";"134.78"
7933;"2017-02-06";"36";"Encaissement chèque 424652";"-343.33"
7934;"2017-02-06";"33";"Prélévement automatique";"-169.27"
7935;"2017-02-06";"125";"Prélévement automatique";"-23.83"
7936;"2017-02-06";"34";"Virement";"9.36"
7937;"2017-02-06";"132";"Prélévement automatique";"-47.92"
7938;"2017-02-06";"36";"Facture carte";"-20.81"
7939;"2017-02-06";"3";"Virement";"391.72"
7940;"2017-02-06";"75";"Facture carte";"-183.01"
7941;"2017-02-06";"36";"Virement";"610.13"
7942;"2017-02-06";"8";"Encaissement chèque 484679";"-313.79"
7943;"2017-02-06";"111";"Encaissement chèque 375914";"4.93"
7944;"2017-02-06";"101";"Encaissement chèque 749730";"-209.79"
7945;"2017-02-06";"195";"Virement";"462.79"
7946;"2017-02-06";"75";"Facture carte";"-169.14"
7947;"2017-02-06";"153";"Prélévement automatique";"-40.93"
7948;"2017-02-06";"111";"Virement";"728.33"
7949;"2017-02-06";"131";"Encaissement chèque 659886";"340.83"
7950;"2017-02-06";"150";"Prélévement automatique";"-95.0"
7951;"2017-02-06";"193";"Virement";"546.41"
7952;"2017-02-06";"190";"Versement forfaitaire";"454.67"
7953;"2017-02-06";"111";"Prélévement automatique";"-148.75"
7954;"2017-02-06";"44";"Encaissement chèque 113775";"-304.07"
7955;"2017-02-06";"88";"Prélévement automatique";"-95.26"
7956;"2017-02-06";"56";"Facture carte";"-125.0"
7957;"2017-02-06";"50";"Encaissement chèque 348593";"7.04"
7958;"2017-02-06";"94";"Facture carte";"-132.3"
7959;"2017-02-06";"75";"Facture carte";"-37.21"
7960;"2017-02-06";"101";"Encaissement chèque 477942";"-256.55"
7961;"2017-02-06";"132";"Prélévement automatique";"-86.99"
7962;"2017-02-06";"105";"Prélévement automatique";"-74.5"
7963;"2017-02-06";"58";"Encaissement chèque 386038";"-234.7"
7964;"2017-02-06";"12";"Encaissement chèque 341697";"-371.01"
7965;"2017-02-06";"42";"Prélévement automatique";"-85.49"
7966;"2017-02-06";"143";"Facture carte";"-53.46"
7967;"2017-02-06";"186";"Facture carte";"-6.64"
7968;"2017-02-06";"17";"Virement";"-183.7"
7969;"2017-02-06";"19";"Facture carte";"-74.24"
7970;"2017-02-06";"36";"Virement";"371.8"
7971;"2017-02-06";"64";"Prélévement automatique";"-88.13"
7972;"2017-02-06";"34";"Virement";"-28.93"
7973;"2017-02-06";"195";"Virement";"34.04"
7974;"2017-02-06";"111";"Prélévement automatique";"-58.4"
7975;"2017-02-06";"58";"Facture carte";"-171.69"
7976;"2017-02-06";"44";"Encaissement chèque 995837";"-378.25"
7977;"2017-02-06";"158";"Prélévement automatique";"-80.72"
7978;"2017-02-06";"90";"Intérets reversés au capital";"3151.51"
7979;"2017-02-06";"3";"Encaissement chèque 318996";"-240.33"
7980;"2017-02-06";"87";"Facture carte";"-59.92"
7981;"2017-02-06";"8";"Prélévement automatique";"-73.2"
7982;"2017-02-06";"1";"Facture carte";"-105.03"
7983;"2017-02-06";"64";"Virement";"1367.26"
7984;"2017-02-06";"176";"Virement";"308.8"
7985;"2017-02-06";"1";"Virement";"26.22"
7986;"2017-02-06";"138";"Prélévement automatique";"-168.88"
7987;"2017-02-06";"33";"Encaissement chèque 694046";"-42.76"
7988;"2017-02-06";"11";"Encaissement chèque 994086";"63.99"
7989;"2017-02-06";"167";"Encaissement chèque 386235";"108.44"
7990;"2017-02-06";"23";"Encaissement chèque 930460";"385.09"
7991;"2017-02-06";"171";"Facture carte";"-5.25"
7992;"2017-02-06";"158";"Facture carte";"-34.48"
7993;"2017-02-06";"183";"Virement";"494.24"
7994;"2017-02-06";"11";"Virement";"1104.4"
7995;"2017-02-06";"19";"Facture carte";"-97.9"
7996;"2017-02-06";"166";"Prélévement automatique";"-148.96"
7997;"2017-02-06";"171";"Encaissement chèque 605954";"-146.49"
7998;"2017-02-06";"34";"Prélévement automatique";"-182.28"
7999;"2017-02-06";"41";"Virement";"1275.74"
8000;"2017-02-06";"125";"Facture carte";"-81.48"
8001;"2017-02-06";"195";"Facture carte";"-138.9"
8002;"2017-02-06";"91";"Virement";"333.38"
8003;"2017-02-06";"195";"Prélévement automatique";"-126.28"
8004;"2017-02-06";"118";"Facture carte";"-102.87"
8005;"2017-02-06";"161";"Virement";"317.35"
8006;"2017-02-06";"17";"Virement";"1037.47"
8007;"2017-02-06";"104";"Encaissement chèque 736084";"-224.25"
8008;"2017-02-06";"112";"Prélévement automatique";"-46.76"
8009;"2017-02-06";"138";"Prélévement automatique";"-103.76"
8010;"2017-02-06";"57";"Facture carte";"-63.33"
8011;"2017-02-06";"17";"Encaissement chèque 279910";"-102.57"
8012;"2017-02-06";"153";"Virement";"708.85"
8013;"2017-02-06";"137";"Facture carte";"-191.44"
8014;"2017-02-06";"34";"Virement";"1298.24"
8015;"2017-02-06";"12";"Prélévement automatique";"-185.82"
8016;"2017-02-06";"12";"Facture carte";"-65.22"
8017;"2017-02-06";"3";"Encaissement chèque 595864";"388.84"
8018;"2017-02-06";"171";"Virement";"1031.06"
8019;"2017-02-06";"178";"Virement";"160.72"
8020;"2017-02-06";"12";"Virement";"846.31"
8021;"2017-02-06";"19";"Encaissement chèque 488833";"189.32"
8022;"2017-02-06";"161";"Prélévement automatique";"-59.83"
8023;"2017-02-06";"56";"Prélévement automatique";"-75.58"
8024;"2017-02-06";"193";"Facture carte";"-91.87"
8025;"2017-02-06";"36";"Facture carte";"-20.79"
8026;"2017-02-07";"57";"Encaissement chèque 177946";"376.95"
8027;"2017-02-07";"30";"Virement";"257.72"
8028;"2017-02-07";"17";"Prélévement automatique";"-160.03"
8029;"2017-02-07";"91";"Facture carte";"-121.52"
8030;"2017-02-07";"26";"Versement forfaitaire";"247.98"
8031;"2017-02-07";"11";"Encaissement chèque 262500";"-110.38"
8032;"2017-02-07";"11";"Encaissement chèque 152273";"37.64"
8033;"2017-02-07";"111";"Prélévement automatique";"-122.41"
8034;"2017-02-07";"25";"Facture carte";"-149.45"
8035;"2017-02-07";"12";"Facture carte";"-61.66"
8036;"2017-02-07";"41";"Prélévement automatique";"-109.93"
8037;"2017-02-07";"131";"Facture carte";"-41.2"
8038;"2017-02-07";"33";"Prélévement automatique";"-26.38"
8039;"2017-02-07";"122";"Virement";"-105.3"
8040;"2017-02-07";"150";"Encaissement chèque 353075";"-199.15"
8041;"2017-02-07";"161";"Facture carte";"-156.88"
8042;"2017-02-07";"161";"Virement";"535.43"
8043;"2017-02-07";"118";"Prélévement automatique";"-183.08"
8044;"2017-02-07";"171";"Encaissement chèque 162386";"-6.85"
8045;"2017-02-07";"161";"Encaissement chèque 297025";"221.2"
8046;"2017-02-07";"131";"Virement";"1019.91"
8047;"2017-02-07";"168";"Virement";"231.06"
8048;"2017-02-07";"195";"Facture carte";"-18.37"
8049;"2017-02-07";"125";"Virement";"1450.19"
8050;"2017-02-07";"36";"Prélévement automatique";"-110.72"
8051;"2017-02-07";"149";"Versement forfaitaire";"102.31"
8052;"2017-02-07";"3";"Virement";"643.35"
8053;"2017-02-07";"12";"Encaissement chèque 935342";"-135.78"
8054;"2017-02-07";"8";"Virement";"1597.07"
8055;"2017-02-07";"153";"Virement";"996.8"
8056;"2017-02-07";"161";"Encaissement chèque 566014";"-341.84"
8057;"2017-02-07";"109";"Virement";"623.14"
8058;"2017-02-07";"64";"Virement";"596.65"
8059;"2017-02-07";"33";"Encaissement chèque 785304";"-50.74"
8060;"2017-02-07";"183";"Encaissement chèque 470322";"224.46"
8061;"2017-02-07";"158";"Encaissement chèque 017990";"280.58"
8062;"2017-02-07";"109";"Encaissement chèque 663355";"-352.43"
8063;"2017-02-07";"105";"Facture carte";"-123.92"
8064;"2017-02-07";"193";"Facture carte";"-15.07"
8065;"2017-02-07";"64";"Virement";"735.31"
8066;"2017-02-07";"150";"Encaissement chèque 208917";"55.14"
8067;"2017-02-07";"44";"Prélévement automatique";"-22.31"
8068;"2017-02-07";"94";"Virement";"162.4"
8069;"2017-02-07";"153";"Facture carte";"-83.74"
8070;"2017-02-07";"143";"Facture carte";"-13.92"
8071;"2017-02-07";"195";"Prélévement automatique";"-72.19"
8072;"2017-02-07";"193";"Facture carte";"-84.52"
8073;"2017-02-07";"118";"Virement";"759.81"
8074;"2017-02-07";"36";"Prélévement automatique";"-193.68"
8075;"2017-02-07";"88";"Encaissement chèque 479507";"-37.93"
8076;"2017-02-07";"48";"Encaissement chèque 901432";"-256.06"
8077;"2017-02-07";"50";"Virement";"-202.24"
8078;"2017-02-07";"44";"Facture carte";"-62.87"
8079;"2017-02-07";"2";"Prélévement automatique";"-119.56"
8080;"2017-02-07";"134";"Prélévement automatique";"-57.16"
8081;"2017-02-07";"1";"Encaissement chèque 466658";"-283.75"
8082;"2017-02-07";"25";"Facture carte";"-48.76"
8083;"2017-02-07";"172";"Virement";"831.15"
8084;"2017-02-07";"122";"Encaissement chèque 616388";"129.29"
8085;"2017-02-07";"183";"Facture carte";"-14.74"
8086;"2017-02-07";"153";"Prélévement automatique";"-160.44"
8087;"2017-02-07";"167";"Facture carte";"-168.43"
8088;"2017-02-07";"34";"Encaissement chèque 052276";"-37.18"
8089;"2017-02-07";"168";"Encaissement chèque 972578";"-379.03"
8090;"2017-02-07";"193";"Virement";"-188.95"
8091;"2017-02-07";"73";"Virement";"932.46"
8092;"2017-02-07";"183";"Encaissement chèque 651999";"-126.18"
8093;"2017-02-07";"13";"Virement";"16.2"
8094;"2017-02-07";"8";"Facture carte";"-61.64"
8095;"2017-02-07";"103";"Encaissement chèque 966704";"-171.96"
8096;"2017-02-07";"75";"Prélévement automatique";"-72.82"
8097;"2017-02-07";"1";"Virement";"139.93"
8098;"2017-02-07";"137";"Prélévement automatique";"-189.48"
8099;"2017-02-07";"111";"Prélévement automatique";"-147.0"
8100;"2017-02-07";"104";"Facture carte";"-194.11"
8101;"2017-02-07";"44";"Facture carte";"-96.29"
8102;"2017-02-07";"50";"Facture carte";"-149.7"
8103;"2017-02-07";"186";"Prélévement automatique";"-49.83"
8104;"2017-02-07";"136";"Facture carte";"-41.34"
8105;"2017-02-07";"103";"Facture carte";"-33.91"
8106;"2017-02-07";"1";"Encaissement chèque 806126";"-359.05"
8107;"2017-02-07";"3";"Facture carte";"-22.49"
8108;"2017-02-07";"56";"Encaissement chèque 513262";"228.3"
8109;"2017-02-07";"118";"Virement";"281.23"
8110;"2017-02-07";"176";"Intérets reversés au capital";"2034.17"
8111;"2017-02-07";"12";"Prélévement automatique";"-82.74"
8112;"2017-02-07";"64";"Virement";"-154.77"
8113;"2017-02-07";"101";"Encaissement chèque 781300";"11.61"
8114;"2017-02-07";"8";"Prélévement automatique";"-94.67"
8115;"2017-02-07";"44";"Encaissement chèque 557116";"213.25"
8116;"2017-02-07";"167";"Virement";"716.74"
8117;"2017-02-07";"56";"Encaissement chèque 056407";"331.87"
8118;"2017-02-07";"48";"Virement";"822.49"
8119;"2017-02-07";"33";"Prélévement automatique";"-148.53"
8120;"2017-02-07";"2";"Facture carte";"-173.15"
8121;"2017-02-07";"137";"Virement";"1422.25"
8122;"2017-02-07";"17";"Virement";"612.3"
8123;"2017-02-07";"57";"Prélévement automatique";"-85.52"
8124;"2017-02-07";"105";"Facture carte";"-182.04"
8125;"2017-02-07";"44";"Prélévement automatique";"-52.15"
8126;"2017-02-07";"166";"Facture carte";"-66.49"
8127;"2017-02-07";"184";"Virement";"-279.88"
8128;"2017-02-07";"104";"Facture carte";"-139.36"
8129;"2017-02-07";"143";"Facture carte";"-90.64"
8130;"2017-02-07";"150";"Virement";"962.85"
8131;"2017-02-07";"80";"Facture carte";"-161.04"
8132;"2017-02-07";"20";"Versement forfaitaire";"258.79"
8133;"2017-02-07";"11";"Facture carte";"-80.68"
8134;"2017-02-07";"179";"Facture carte";"-47.43"
8135;"2017-02-07";"12";"Virement";"790.01"
8136;"2017-02-07";"95";"Encaissement chèque 204354";"488.68"
8137;"2017-02-07";"168";"Encaissement chèque 140799";"-399.86"
8138;"2017-02-07";"125";"Prélévement automatique";"-186.31"
8139;"2017-02-07";"23";"Virement";"1065.54"
8140;"2017-02-07";"36";"Prélévement automatique";"-115.52"
8141;"2017-02-07";"11";"Virement";"742.33"
8142;"2017-02-07";"12";"Prélévement automatique";"-43.81"
8143;"2017-02-07";"44";"Prélévement automatique";"-117.4"
8144;"2017-02-07";"137";"Encaissement chèque 338371";"-113.13"
8145;"2017-02-07";"190";"Encaissement chèque 107363";"555.74"
8146;"2017-02-07";"150";"Encaissement chèque 527656";"-236.81"
8147;"2017-02-07";"75";"Facture carte";"-10.7"
8148;"2017-02-07";"166";"Encaissement chèque 190977";"125.68"
8149;"2017-02-07";"17";"Facture carte";"-54.2"
8150;"2017-02-07";"80";"Virement";"1140.08"
8151;"2017-02-07";"166";"Encaissement chèque 098616";"-29.94"
8152;"2017-02-07";"30";"Prélévement automatique";"-55.08"
8153;"2017-02-07";"164";"Virement";"93.25"
8154;"2017-02-07";"150";"Encaissement chèque 713791";"-208.34"
8155;"2017-02-07";"1";"Facture carte";"-179.2"
8156;"2017-02-07";"101";"Prélévement automatique";"-24.26"
8157;"2017-02-07";"64";"Facture carte";"-16.17"
8158;"2017-02-07";"138";"Virement";"574.5"
8159;"2017-02-07";"168";"Virement";"-63.78"
8160;"2017-02-07";"153";"Encaissement chèque 164035";"-338.82"
8161;"2017-02-07";"179";"Encaissement chèque 650058";"-0.52"
8162;"2017-02-07";"33";"Facture carte";"-177.77"
8163;"2017-02-07";"100";"Encaissement chèque 304786";"510.84"
8164;"2017-02-07";"34";"Encaissement chèque 052548";"-236.86"
8165;"2017-02-07";"50";"Virement";"483.26"
8166;"2017-02-07";"187";"Encaissement chèque 413729";"-222.53"
8167;"2017-02-07";"187";"Encaissement chèque 455052";"-80.0"
8168;"2017-02-07";"97";"Versement forfaitaire";"120.26"
8169;"2017-02-07";"23";"Encaissement chèque 255023";"-295.08"
8170;"2017-02-07";"195";"Prélévement automatique";"-22.4"
8171;"2017-02-07";"75";"Facture carte";"-29.8"
8172;"2017-02-07";"41";"Prélévement automatique";"-21.94"
8173;"2017-02-07";"23";"Virement";"941.04"
8174;"2017-02-07";"134";"Encaissement chèque 785292";"-292.09"
8175;"2017-02-07";"36";"Virement";"340.06"
8176;"2017-02-07";"134";"Prélévement automatique";"-27.13"
8177;"2017-02-07";"73";"Prélévement automatique";"-151.77"
8178;"2017-02-07";"118";"Virement";"338.06"
8179;"2017-02-07";"64";"Virement";"53.04"
8180;"2017-02-07";"168";"Virement";"1245.98"
8181;"2017-02-07";"48";"Virement";"358.28"
8182;"2017-02-07";"168";"Encaissement chèque 549934";"-192.0"
8183;"2017-02-07";"1";"Facture carte";"-178.99"
8184;"2017-02-07";"25";"Virement";"672.61"
8185;"2017-02-07";"94";"Encaissement chèque 138056";"-114.38"
8186;"2017-02-07";"193";"Encaissement chèque 589776";"-348.17"
8187;"2017-02-07";"167";"Facture carte";"-9.33"
8188;"2017-02-07";"150";"Virement";"656.02"
8189;"2017-02-07";"34";"Prélévement automatique";"-149.59"
8190;"2017-02-07";"80";"Encaissement chèque 474048";"-135.21"
8191;"2017-02-07";"132";"Encaissement chèque 195634";"-320.58"
8192;"2017-02-07";"41";"Prélévement automatique";"-155.57"
8193;"2017-02-07";"168";"Prélévement automatique";"-85.75"
8194;"2017-02-07";"109";"Virement";"1247.28"
8195;"2017-02-07";"186";"Prélévement automatique";"-49.81"
8196;"2017-02-07";"150";"Virement";"1225.46"
8197;"2017-02-07";"118";"Facture carte";"-53.92"
8198;"2017-02-07";"172";"Facture carte";"-169.05"
8199;"2017-02-07";"64";"Virement";"1401.2"
8200;"2017-02-07";"11";"Virement";"1044.66"
8201;"2017-02-07";"195";"Virement";"999.02"
8202;"2017-02-07";"137";"Facture carte";"-156.1"
8203;"2017-02-07";"3";"Facture carte";"-106.44"
8204;"2017-02-07";"163";"Versement forfaitaire";"347.76"
8205;"2017-02-07";"105";"Encaissement chèque 124650";"363.42"
8206;"2017-02-07";"109";"Virement";"1200.77"
8207;"2017-02-07";"118";"Encaissement chèque 818988";"142.53"
8208;"2017-02-07";"122";"Virement";"68.43"
8209;"2017-02-07";"87";"Prélévement automatique";"-196.78"
8210;"2017-02-07";"132";"Virement";"1119.07"
8211;"2017-02-07";"132";"Prélévement automatique";"-169.35"
8212;"2017-02-07";"112";"Prélévement automatique";"-84.1"
8213;"2017-02-07";"167";"Facture carte";"-85.64"
8214;"2017-02-07";"91";"Encaissement chèque 051277";"-334.59"
8215;"2017-02-07";"44";"Facture carte";"-97.27"
8216;"2017-02-07";"17";"Prélévement automatique";"-110.67"
8217;"2017-02-07";"34";"Encaissement chèque 084067";"149.63"
8218;"2017-02-07";"34";"Encaissement chèque 966376";"-73.69"
8219;"2017-02-07";"109";"Prélévement automatique";"-107.85"
8220;"2017-02-07";"13";"Virement";"1080.58"
8221;"2017-02-07";"17";"Prélévement automatique";"-97.94"
8222;"2017-02-07";"42";"Encaissement chèque 452664";"274.95"
8223;"2017-02-07";"158";"Encaissement chèque 947738";"-120.13"
8224;"2017-02-07";"105";"Encaissement chèque 379070";"209.4"
8225;"2017-02-07";"131";"Prélévement automatique";"-159.84"
8226;"2017-02-07";"56";"Facture carte";"-145.68"
8227;"2017-02-07";"183";"Encaissement chèque 903374";"-194.61"
8228;"2017-02-08";"137";"Prélévement automatique";"-91.97"
8229;"2017-02-08";"48";"Prélévement automatique";"-154.08"
8230;"2017-02-08";"125";"Encaissement chèque 986716";"-299.81"
8231;"2017-02-08";"97";"Virement";"-361.29"
8232;"2017-02-08";"166";"Prélévement automatique";"-135.55"
8233;"2017-02-08";"161";"Facture carte";"-150.41"
8234;"2017-02-08";"187";"Facture carte";"-150.23"
8235;"2017-02-08";"42";"Encaissement chèque 169428";"52.18"
8236;"2017-02-08";"41";"Virement";"894.69"
8237;"2017-02-08";"179";"Encaissement chèque 875803";"142.08"
8238;"2017-02-08";"137";"Encaissement chèque 405674";"148.5"
8239;"2017-02-08";"112";"Prélévement automatique";"-192.54"
8240;"2017-02-08";"143";"Encaissement chèque 257772";"-74.88"
8241;"2017-02-08";"25";"Facture carte";"-159.77"
8242;"2017-02-08";"41";"Facture carte";"-177.69"
8243;"2017-02-08";"88";"Encaissement chèque 718901";"341.9"
8244;"2017-02-08";"19";"Virement";"1131.06"
8245;"2017-02-08";"131";"Facture carte";"-38.22"
8246;"2017-02-08";"73";"Virement";"92.58"
8247;"2017-02-08";"13";"Virement";"928.89"
8248;"2017-02-08";"80";"Virement";"184.18"
8249;"2017-02-08";"57";"Facture carte";"-92.94"
8250;"2017-02-08";"104";"Prélévement automatique";"-141.71"
8251;"2017-02-08";"56";"Prélévement automatique";"-124.62"
8252;"2017-02-08";"88";"Virement";"845.94"
